,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_data_index,param_kernel_name,param_mismatch_nb,param_seq_length_mm,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,1.1407076835632324,0.07852613005677701,0.1360020637512207,0.0021688239856988718,0.01,1,mismatch,"[1, 2]","[8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [8, 10, 12]}",0.52,0.61,0.6075,0.6125,0.6275,0.5954999999999999,0.03838619543533846,2445
1,1.1682085037231444,0.01966734899801901,0.16604351997375488,0.001138572062056593,0.01,1,mismatch,"[1, 2]","[5, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [5, 8, 10, 12]}",0.49,0.525,0.525,0.5275,0.58,0.5295,0.028827070610799137,2547
2,1.1592859268188476,0.0031982208281497206,0.16553406715393065,0.0010239973045495436,0.01,1,mismatch,"[1, 2]","[6, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [6, 8, 10, 12]}",0.4875,0.5425,0.535,0.5475,0.5925,0.541,0.03345145736735547,2524
3,1.1705868721008301,0.021119550909917198,0.1679685592651367,0.0008358307615860189,0.01,1,mismatch,"[1, 2]","[7, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [7, 8, 10, 12]}",0.49,0.5525,0.5675,0.57,0.615,0.5589999999999999,0.040329889660151566,2499
4,1.1655033111572266,0.01958858237459756,0.16785173416137694,0.0008779675964953421,0.01,1,mismatch,"[1, 2]","[9, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [9, 8, 10, 12]}",0.5325,0.61,0.615,0.61,0.6275,0.599,0.033860005906674026,2435
5,1.166421365737915,0.021862118386373953,0.16902613639831543,0.002236386006233647,0.01,1,mismatch,"[1, 2]","[11, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [11, 8, 10, 12]}",0.53,0.6225,0.62,0.615,0.63,0.6035,0.03706750598570127,2422
6,1.1688111305236817,0.021475001541072243,0.16661410331726073,0.0011998616222564547,0.01,1,mismatch,"[1, 2]","[13, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 8, 10, 12]}",0.5225,0.615,0.605,0.6175,0.63,0.598,0.03858108344772087,2436
7,1.2790827751159668,0.18116748784068573,0.19573631286621093,0.0007304620879602668,0.01,1,mismatch,"[1, 2]","[5, 6, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [5, 6, 8, 10, 12]}",0.49,0.525,0.52,0.5125,0.57,0.5235000000000001,0.02615339366124403,2560
8,1.2767141342163086,0.13343107309734345,0.19877271652221679,0.0012700304822299978,0.01,1,mismatch,"[1, 2]","[5, 7, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [5, 7, 8, 10, 12]}",0.4875,0.525,0.525,0.53,0.5675,0.5269999999999999,0.02536730178793165,2554
9,1.2036530017852782,0.005950767586002004,0.19873743057250975,0.0014782050455441665,0.01,1,mismatch,"[1, 2]","[5, 9, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [5, 9, 8, 10, 12]}",0.485,0.5325,0.5325,0.535,0.585,0.534,0.03164648479689331,2537
10,1.2012507438659668,0.006914122437424879,0.19835467338562013,0.0007828340987440851,0.01,1,mismatch,"[1, 2]","[5, 11, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [5, 11, 8, 10, 12]}",0.485,0.53,0.53,0.54,0.5825,0.5335,0.031048349392520058,2538
11,1.2175192832946777,0.025876042643662812,0.19962425231933595,0.0030752548327562445,0.01,1,mismatch,"[1, 2]","[5, 13, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [5, 13, 8, 10, 12]}",0.4875,0.5275,0.525,0.5325,0.585,0.5315,0.03116889475101739,2543
12,1.3258653640747071,0.10022117536638459,0.20544590950012206,0.004055623183827789,0.01,1,mismatch,"[1, 2]","[6, 7, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [6, 7, 8, 10, 12]}",0.4875,0.54,0.535,0.5425,0.58,0.537,0.02947032405658274,2529
13,1.23146333694458,0.03160239824196091,0.20273027420043946,0.0031021065317302183,0.01,1,mismatch,"[1, 2]","[6, 9, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [6, 9, 8, 10, 12]}",0.4875,0.545,0.5525,0.56,0.6,0.549,0.03614553914385563,2513
14,1.2074815273284911,0.004801274763340655,0.19935035705566406,0.0016070766066507028,0.01,1,mismatch,"[1, 2]","[6, 11, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [6, 11, 8, 10, 12]}",0.4875,0.55,0.5525,0.555,0.61,0.5509999999999999,0.038813657390150705,2511
15,1.224107837677002,0.014785695668328156,0.19979844093322754,0.0007769434673312766,0.01,1,mismatch,"[1, 2]","[6, 13, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [6, 13, 8, 10, 12]}",0.4875,0.5475,0.5475,0.545,0.6025,0.546,0.036386810797320514,2517
16,1.2395147800445556,0.016102905657378343,0.20374059677124023,0.002949235171391645,0.01,1,mismatch,"[1, 2]","[7, 9, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [7, 9, 8, 10, 12]}",0.5,0.5675,0.575,0.5825,0.615,0.568,0.03766297917053297,2487
17,1.255157232284546,0.017096510731168246,0.20377650260925292,0.0017076340065060897,0.01,1,mismatch,"[1, 2]","[7, 11, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [7, 11, 8, 10, 12]}",0.4975,0.56,0.5725,0.575,0.6275,0.5665,0.041551173268633446,2490
18,1.2666260242462157,0.014684077280015247,0.2057375431060791,0.0025895108036214248,0.01,1,mismatch,"[1, 2]","[7, 13, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [7, 13, 8, 10, 12]}",0.49,0.555,0.5675,0.57,0.62,0.5605,0.041665333311999314,2496
19,1.2518804550170899,0.008032076640812484,0.2044454574584961,0.0036741350352109503,0.01,1,mismatch,"[1, 2]","[9, 11, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [9, 11, 8, 10, 12]}",0.5375,0.63,0.6175,0.62,0.625,0.6060000000000001,0.03451811118818643,2418
20,1.248009490966797,0.015408589083497978,0.20380501747131347,0.0008696106119831326,0.01,1,mismatch,"[1, 2]","[9, 13, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [9, 13, 8, 10, 12]}",0.535,0.62,0.615,0.615,0.6275,0.6024999999999999,0.03405877273185278,2429
21,1.2596596717834472,0.013171314946296763,0.20566921234130858,0.004772099952789819,0.01,1,mismatch,"[1, 2]","[11, 13, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [11, 13, 8, 10, 12]}",0.5375,0.6325,0.62,0.625,0.6375,0.6105,0.03699324262618782,2404
22,1.498021650314331,0.1704693126436623,0.23774294853210448,0.0012655402846037712,0.01,1,mismatch,"[1, 2]","[5, 6, 7, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [5, 6, 7, 8, 10, 12]}",0.4875,0.525,0.5225,0.52,0.5725,0.5254999999999999,0.02717535648340239,2559
23,1.4599769115447998,0.16577301600114225,0.2356175422668457,0.0032101696228299574,0.01,1,mismatch,"[1, 2]","[5, 6, 9, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [5, 6, 9, 8, 10, 12]}",0.4875,0.525,0.525,0.5325,0.575,0.5290000000000001,0.027865749586185533,2550
24,1.3969985961914062,0.2427734167930101,0.2335373878479004,0.002497635065833756,0.01,1,mismatch,"[1, 2]","[5, 6, 11, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [5, 6, 11, 8, 10, 12]}",0.4875,0.525,0.5225,0.525,0.5675,0.5255,0.02536730178793165,2558
25,1.39352388381958,0.19747184956645875,0.23343405723571778,0.0019294056803981284,0.01,1,mismatch,"[1, 2]","[5, 6, 13, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [5, 6, 13, 8, 10, 12]}",0.4875,0.525,0.52,0.52,0.575,0.5255000000000001,0.028124722220850457,2557
26,1.3759842395782471,0.20500790103803884,0.23359756469726561,0.0016088916292856376,0.01,1,mismatch,"[1, 2]","[5, 7, 9, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [5, 7, 9, 8, 10, 12]}",0.4875,0.535,0.53,0.535,0.585,0.5345,0.03091924966748061,2536
27,1.376377487182617,0.15722215573338957,0.23823800086975097,0.0027801542582729794,0.01,1,mismatch,"[1, 2]","[5, 7, 11, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [5, 7, 11, 8, 10, 12]}",0.485,0.5325,0.5275,0.5325,0.575,0.5305,0.02852192139390331,2544
28,1.3736810684204102,0.14904883484497808,0.23557524681091307,0.0011653205297548887,0.01,1,mismatch,"[1, 2]","[5, 7, 13, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [5, 7, 13, 8, 10, 12]}",0.4875,0.525,0.525,0.5325,0.575,0.5290000000000001,0.027865749586185533,2550
29,1.2996285438537598,0.05282552919318054,0.23374366760253906,0.0012307069412991047,0.01,1,mismatch,"[1, 2]","[5, 9, 11, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [5, 9, 11, 8, 10, 12]}",0.485,0.54,0.54,0.535,0.595,0.539,0.03484250278036869,2526
30,1.2812596797943114,0.011531904175504855,0.23360757827758788,0.0024204172676481374,0.01,1,mismatch,"[1, 2]","[5, 9, 13, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [5, 9, 13, 8, 10, 12]}",0.485,0.535,0.535,0.535,0.5925,0.5365,0.03404408906109842,2530
31,1.2687347888946534,0.014573599300144874,0.23366203308105468,0.0016989621800031088,0.01,1,mismatch,"[1, 2]","[5, 11, 13, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [5, 11, 13, 8, 10, 12]}",0.485,0.535,0.53,0.5375,0.5875,0.5349999999999999,0.03251922508301821,2534
32,1.3204362869262696,0.1456413481155025,0.2321312427520752,0.0014158516256549015,0.01,1,mismatch,"[1, 2]","[6, 7, 9, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [6, 7, 9, 8, 10, 12]}",0.4875,0.5425,0.5475,0.55,0.59,0.5435000000000001,0.032733774606665815,2520
33,1.3245031356811523,0.13745538686463654,0.2329874038696289,0.0024902798240399593,0.01,1,mismatch,"[1, 2]","[6, 7, 11, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [6, 7, 11, 8, 10, 12]}",0.4875,0.5425,0.5375,0.55,0.59,0.5414999999999999,0.03273377460666582,2523
34,1.3133304119110107,0.09120225731021944,0.2341610908508301,0.0030800752840195503,0.01,1,mismatch,"[1, 2]","[6, 7, 13, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [6, 7, 13, 8, 10, 12]}",0.4875,0.5425,0.5375,0.545,0.5825,0.5389999999999999,0.030315012782448247,2527
35,1.25491623878479,0.010471701593537903,0.23317246437072753,0.001836670471892762,0.01,1,mismatch,"[1, 2]","[6, 9, 11, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [6, 9, 11, 8, 10, 12]}",0.4875,0.555,0.5575,0.57,0.6125,0.5565,0.04020572098594926,2504
36,1.246025276184082,0.005705039448338128,0.23112015724182128,0.0012929815073765784,0.01,1,mismatch,"[1, 2]","[6, 9, 13, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [6, 9, 13, 8, 10, 12]}",0.4875,0.55,0.555,0.565,0.6125,0.554,0.03995622604801411,2506
37,1.2372516632080077,0.005816259190716438,0.2322176456451416,0.002487481758749825,0.01,1,mismatch,"[1, 2]","[6, 11, 13, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [6, 11, 13, 8, 10, 12]}",0.4875,0.555,0.555,0.5625,0.61,0.554,0.039070449191172606,2506
38,1.2367310523986816,0.004094295730798912,0.23206048011779784,0.0006207789002292407,0.01,1,mismatch,"[1, 2]","[7, 9, 11, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [7, 9, 11, 8, 10, 12]}",0.5025,0.5775,0.5825,0.5825,0.6225,0.5735,0.0390384425918863,2478
39,1.2770099639892578,0.0345390258754172,0.23589205741882324,0.0012819457719948234,0.01,1,mismatch,"[1, 2]","[7, 9, 13, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [7, 9, 13, 8, 10, 12]}",0.5025,0.5675,0.58,0.5825,0.6175,0.5700000000000001,0.037616485747608085,2480
40,1.2374417304992675,0.014220209529247027,0.2310784339904785,0.0010557047439125407,0.01,1,mismatch,"[1, 2]","[7, 11, 13, 8, 10, 12]","{'C': 0.01, 'data_index': 1, 'kernel_name': 'mismatch', 'mismatch_nb': [1, 2], 'seq_length_mm': [7, 11, 13, 8, 10, 12]}",0.5,0.56,0.575,0.5775,0.6275,0.568,0.0409084343381655,2487
