"('score', 0.6515)","('C', 0.2)","('data_index', 1)","('kernel_name', 'mismatch')","('mismatch_nb', 1)","('seq_length', 10)"
"('score', 0.6515)","('C', 0.18)","('data_index', 1)","('kernel_name', 'mismatch')","('mismatch_nb', 1)","('seq_length', 10)"
"('score', 0.6515)","('C', 0.18)","('data_index', 1)","('kernel_name', 'mismatch')","('mismatch_nb', 1)","('seq_length', 10)"
"('score', 0.6625)","('C', 0.4)","('data_index', 1)","('kernel_name', 'mismatch')","('mismatch_nb', 1)","('seq_length', array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12]))"
"('score', 0.6595)","('C', 0.5)","('data_index', 1)","('kernel_name', 'sum')","('mismatch_nb', 2)","('seq_length', 12)"
"('score', 0.669)","('C', 0.12)","('data_index', 1)","('kernel_name', 'mismatch')","('mismatch_nb', [1, 2])","('seq_length', array([13, 12, 11, 10,  9,  8]))"
"('score', 0.5824999999999999)","('C', 0.2)","('data_index', 1)","('kernel_name', 'substring')","('lambda_ss', 0.75)","('seq_length_ss', 9)"
"('score', 0.5730000000000001)","('C', 0.2)","('data_index', 1)","('kernel_name', 'spectrum')","('seq_lenght_sp', 6)"
"('score', 0.633)","('C', 0.12)","('data_index', 1)","('kernel_name', 'substring')","('lambda_ss', 0.5)","('seq_length_ss', array([11, 10,  9,  8,  7,  6]))"
"('score', 0.622)","('C', 0.43)","('data_index', 1)","('kernel_name', 'substring')","('lambda_ss', 0.675)","('seq_length_ss', array([11, 10,  9]))"
"('score', 0.6060000000000001)","('C', 0.56)","('data_index', 1)","('kernel_name', 'substring')","('lambda_ss', 0.825)","('seq_length_ss', array([11, 10,  9,  8,  7,  6,  5]))"
"('score', 0.5940000000000001)","('C', 0.43)","('data_index', 1)","('kernel_name', 'substring')","('lambda_ss', 0.9)","('seq_length_ss', array([11, 10,  9,  8,  7,  6,  5]))"
"('score', 0.618)","('C', 0.49)","('data_index', 1)","('kernel_name', 'substring')","('lambda_ss', 0.75)","('seq_length_ss', array([11, 10,  9,  8,  7,  6,  5]))"
"('score', 0.5875000000000001)","('C', 0.6)","('data_index', 1)","('kernel_name', 'substring')","('lambda_ss', 0.95)","('seq_length_ss', array([11, 10,  9,  8,  7,  6,  5]))"
"('score', 0.578)","('C', 0.18000000000000002)","('data_index', 1)","('kernel_name', 'spectrum')","('seq_lenght_sp', array([3]))"
"('score', 0.5195000000000001)","('C', 0.01)","('data_index', 1)","('kernel_name', 'mismatch')","('mismatch_nb', [1, 2])","('seq_lenght_mm', [8, 10, 12])"
"('score', 0.5195000000000001)","('C', 0.01)","('data_index', 1)","('kernel_name', 'mismatch')","('mismatch_nb', [1, 2])","('seq_lenght_mm', [8, 10, 12])"
"('score', 0.6735)","('C', 0.18000000000000002)","('data_index', 1)","('kernel_name', 'mismatch')","('mismatch_nb', [1, 2])","('seq_length_mm', [5, 11, 13, 8, 10, 12])"
"('score', 0.6779999999999999)","('C', 0.06999999999999999)","('data_index', 1)","('kernel_name', 'sum')","('lambda_ss', 0.5)","('mismatch_nb', [1, 2])","('seq_length_mm', [13, 12, 11, 10, 9, 8])","('seq_length_sp', 3)","('seq_length_ss', [11, 10, 9, 8, 7, 6])"
"('score', 0.6695)","('C', 0.13)","('data_index', 1)","('kernel_name', 'mismatch')","('mismatch_nb', [1, 2])","('seq_length_mm', array([12, 11, 10,  9,  8]))"
