,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_data_index,param_kernel_name,param_lambda_ss,param_mismatch_nb,param_seq_length_mm,param_seq_length_sp,param_seq_length_ss,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,3.318688917160034,0.1805458349690807,0.5714953899383545,0.09034358813710523,0.01,2,sum,0.5,"[1, 2]","[13, 12, 11, 10, 9, 8, 7, 6, 5]",3,"[11, 10, 9, 8, 7, 6, 5]","{'C': 0.01, 'data_index': 2, 'kernel_name': 'sum', 'lambda_ss': 0.5, 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 12, 11, 10, 9, 8, 7, 6, 5], 'seq_length_sp': 3, 'seq_length_ss': [11, 10, 9, 8, 7, 6, 5]}",0.675,0.7025,0.675,0.6825,0.68,0.683,0.010173494974687891,149
1,3.039213991165161,0.07933099366102944,0.5535747528076171,0.05886996934100842,0.02,2,sum,0.5,"[1, 2]","[13, 12, 11, 10, 9, 8, 7, 6, 5]",3,"[11, 10, 9, 8, 7, 6, 5]","{'C': 0.02, 'data_index': 2, 'kernel_name': 'sum', 'lambda_ss': 0.5, 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 12, 11, 10, 9, 8, 7, 6, 5], 'seq_length_sp': 3, 'seq_length_ss': [11, 10, 9, 8, 7, 6, 5]}",0.7375,0.7625,0.73,0.73,0.7275,0.7375,0.012942179105544765,148
2,3.0998912334442137,0.18511832885338944,0.5562917709350585,0.04228877494577254,0.03,2,sum,0.5,"[1, 2]","[13, 12, 11, 10, 9, 8, 7, 6, 5]",3,"[11, 10, 9, 8, 7, 6, 5]","{'C': 0.03, 'data_index': 2, 'kernel_name': 'sum', 'lambda_ss': 0.5, 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 12, 11, 10, 9, 8, 7, 6, 5], 'seq_length_sp': 3, 'seq_length_ss': [11, 10, 9, 8, 7, 6, 5]}",0.76,0.7925,0.725,0.7475,0.7225,0.7495,0.025661254840712674,147
3,2.9580902576446535,0.09529724088489855,0.5252888202667236,0.05326828183395514,0.04,2,sum,0.5,"[1, 2]","[13, 12, 11, 10, 9, 8, 7, 6, 5]",3,"[11, 10, 9, 8, 7, 6, 5]","{'C': 0.04, 'data_index': 2, 'kernel_name': 'sum', 'lambda_ss': 0.5, 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 12, 11, 10, 9, 8, 7, 6, 5], 'seq_length_sp': 3, 'seq_length_ss': [11, 10, 9, 8, 7, 6, 5]}",0.755,0.8075,0.73,0.7525,0.73,0.755,0.028328430948430593,146
4,2.9213711261749267,0.12628065379800782,0.5082280158996582,0.035795828471128936,0.05,2,sum,0.5,"[1, 2]","[13, 12, 11, 10, 9, 8, 7, 6, 5]",3,"[11, 10, 9, 8, 7, 6, 5]","{'C': 0.05, 'data_index': 2, 'kernel_name': 'sum', 'lambda_ss': 0.5, 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 12, 11, 10, 9, 8, 7, 6, 5], 'seq_length_sp': 3, 'seq_length_ss': [11, 10, 9, 8, 7, 6, 5]}",0.7575,0.81,0.745,0.76,0.7275,0.76,0.02752271788904578,143
5,3.054648494720459,0.2724020334499395,0.5493522644042969,0.04802298934462641,0.060000000000000005,2,sum,0.5,"[1, 2]","[13, 12, 11, 10, 9, 8, 7, 6, 5]",3,"[11, 10, 9, 8, 7, 6, 5]","{'C': 0.060000000000000005, 'data_index': 2, 'kernel_name': 'sum', 'lambda_ss': 0.5, 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 12, 11, 10, 9, 8, 7, 6, 5], 'seq_length_sp': 3, 'seq_length_ss': [11, 10, 9, 8, 7, 6, 5]}",0.7525,0.81,0.755,0.76,0.7325,0.7619999999999999,0.02575849374478253,142
6,3.1303130626678466,0.10704520795201275,0.5618764400482178,0.0369959150898756,0.06999999999999999,2,sum,0.5,"[1, 2]","[13, 12, 11, 10, 9, 8, 7, 6, 5]",3,"[11, 10, 9, 8, 7, 6, 5]","{'C': 0.06999999999999999, 'data_index': 2, 'kernel_name': 'sum', 'lambda_ss': 0.5, 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 12, 11, 10, 9, 8, 7, 6, 5], 'seq_length_sp': 3, 'seq_length_ss': [11, 10, 9, 8, 7, 6, 5]}",0.75,0.805,0.75,0.76,0.735,0.76,0.023874672772626667,143
7,2.9143837451934815,0.07822909026229423,0.5310624122619629,0.053322256596381866,0.08,2,sum,0.5,"[1, 2]","[13, 12, 11, 10, 9, 8, 7, 6, 5]",3,"[11, 10, 9, 8, 7, 6, 5]","{'C': 0.08, 'data_index': 2, 'kernel_name': 'sum', 'lambda_ss': 0.5, 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 12, 11, 10, 9, 8, 7, 6, 5], 'seq_length_sp': 3, 'seq_length_ss': [11, 10, 9, 8, 7, 6, 5]}",0.745,0.8075,0.7525,0.7625,0.7325,0.76,0.02569046515733025,143
8,2.871268558502197,0.12219218657554916,0.5570773601531982,0.09162795637232368,0.09,2,sum,0.5,"[1, 2]","[13, 12, 11, 10, 9, 8, 7, 6, 5]",3,"[11, 10, 9, 8, 7, 6, 5]","{'C': 0.09, 'data_index': 2, 'kernel_name': 'sum', 'lambda_ss': 0.5, 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 12, 11, 10, 9, 8, 7, 6, 5], 'seq_length_sp': 3, 'seq_length_ss': [11, 10, 9, 8, 7, 6, 5]}",0.7475,0.8125,0.7475,0.7675,0.7375,0.7625,0.026832815729997454,141
9,3.03212366104126,0.18739865982950465,0.605596923828125,0.07766707925576284,0.09999999999999999,2,sum,0.5,"[1, 2]","[13, 12, 11, 10, 9, 8, 7, 6, 5]",3,"[11, 10, 9, 8, 7, 6, 5]","{'C': 0.09999999999999999, 'data_index': 2, 'kernel_name': 'sum', 'lambda_ss': 0.5, 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 12, 11, 10, 9, 8, 7, 6, 5], 'seq_length_sp': 3, 'seq_length_ss': [11, 10, 9, 8, 7, 6, 5]}",0.7525,0.81,0.7525,0.7675,0.7375,0.764,0.024879710609249477,139
