,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_data_index,param_kernel_name,param_lambda_ss,param_mismatch_nb,param_seq_length_mm,param_seq_length_sp,param_seq_length_ss,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,3.439864683151245,0.32333935584317325,0.5179708957672119,0.0691276514289873,0.01,0,sum,0.5,"[1, 2]","[13, 12, 11, 10, 9, 8, 7]",3,"[11, 10, 9, 8, 7, 6]","{'C': 0.01, 'data_index': 0, 'kernel_name': 'sum', 'lambda_ss': 0.5, 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 12, 11, 10, 9, 8, 7], 'seq_length_sp': 3, 'seq_length_ss': [11, 10, 9, 8, 7, 6]}",0.6325,0.665,0.5825,0.61,0.615,0.6209999999999999,0.027230497608380207,149
1,3.385284900665283,0.1443548601538525,0.5528030395507812,0.0687017218319513,0.02,0,sum,0.5,"[1, 2]","[13, 12, 11, 10, 9, 8, 7]",3,"[11, 10, 9, 8, 7, 6]","{'C': 0.02, 'data_index': 0, 'kernel_name': 'sum', 'lambda_ss': 0.5, 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 12, 11, 10, 9, 8, 7], 'seq_length_sp': 3, 'seq_length_ss': [11, 10, 9, 8, 7, 6]}",0.645,0.66,0.5925,0.6325,0.62,0.6300000000000001,0.022967368155711706,148
2,3.268441152572632,0.2719838337765264,0.5049768447875976,0.036370607103420875,0.03,0,sum,0.5,"[1, 2]","[13, 12, 11, 10, 9, 8, 7]",3,"[11, 10, 9, 8, 7, 6]","{'C': 0.03, 'data_index': 0, 'kernel_name': 'sum', 'lambda_ss': 0.5, 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 12, 11, 10, 9, 8, 7], 'seq_length_sp': 3, 'seq_length_ss': [11, 10, 9, 8, 7, 6]}",0.655,0.675,0.6275,0.6375,0.6075,0.6405,0.023097618924902207,147
3,2.9768900871276855,0.13637254768429266,0.4854621410369873,0.05184494096571336,0.04,0,sum,0.5,"[1, 2]","[13, 12, 11, 10, 9, 8, 7]",3,"[11, 10, 9, 8, 7, 6]","{'C': 0.04, 'data_index': 0, 'kernel_name': 'sum', 'lambda_ss': 0.5, 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 12, 11, 10, 9, 8, 7], 'seq_length_sp': 3, 'seq_length_ss': [11, 10, 9, 8, 7, 6]}",0.6825,0.6725,0.6375,0.6325,0.61,0.647,0.026758176320519314,5
4,2.988800573348999,0.19790136208943274,0.547245979309082,0.06881516084222941,0.05,0,sum,0.5,"[1, 2]","[13, 12, 11, 10, 9, 8, 7]",3,"[11, 10, 9, 8, 7, 6]","{'C': 0.05, 'data_index': 0, 'kernel_name': 'sum', 'lambda_ss': 0.5, 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 12, 11, 10, 9, 8, 7], 'seq_length_sp': 3, 'seq_length_ss': [11, 10, 9, 8, 7, 6]}",0.67,0.68,0.6225,0.6375,0.5975,0.6415000000000001,0.030356218473321085,146
5,3.0130738258361816,0.24526913170154657,0.5135573387145996,0.14100490071485997,0.060000000000000005,0,sum,0.5,"[1, 2]","[13, 12, 11, 10, 9, 8, 7]",3,"[11, 10, 9, 8, 7, 6]","{'C': 0.060000000000000005, 'data_index': 0, 'kernel_name': 'sum', 'lambda_ss': 0.5, 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 12, 11, 10, 9, 8, 7], 'seq_length_sp': 3, 'seq_length_ss': [11, 10, 9, 8, 7, 6]}",0.665,0.68,0.62,0.64,0.6125,0.6435000000000001,0.02576819745345026,136
6,3.158007192611694,0.3386365673491552,0.48466944694519043,0.05671740471848133,0.06999999999999999,0,sum,0.5,"[1, 2]","[13, 12, 11, 10, 9, 8, 7]",3,"[11, 10, 9, 8, 7, 6]","{'C': 0.06999999999999999, 'data_index': 0, 'kernel_name': 'sum', 'lambda_ss': 0.5, 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 12, 11, 10, 9, 8, 7], 'seq_length_sp': 3, 'seq_length_ss': [11, 10, 9, 8, 7, 6]}",0.6675,0.6825,0.62,0.6375,0.625,0.6465,0.024423349483639625,7
7,3.1615055561065675,0.1667391696528067,0.5610579490661621,0.053553120291793585,0.08,0,sum,0.5,"[1, 2]","[13, 12, 11, 10, 9, 8, 7]",3,"[11, 10, 9, 8, 7, 6]","{'C': 0.08, 'data_index': 0, 'kernel_name': 'sum', 'lambda_ss': 0.5, 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 12, 11, 10, 9, 8, 7], 'seq_length_sp': 3, 'seq_length_ss': [11, 10, 9, 8, 7, 6]}",0.6725,0.69,0.63,0.6525,0.6225,0.6535,0.02532785028382785,1
8,3.2302685260772703,0.21954147902049498,0.5102239608764648,0.021048568061381157,0.09,0,sum,0.5,"[1, 2]","[13, 12, 11, 10, 9, 8, 7]",3,"[11, 10, 9, 8, 7, 6]","{'C': 0.09, 'data_index': 0, 'kernel_name': 'sum', 'lambda_ss': 0.5, 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 12, 11, 10, 9, 8, 7], 'seq_length_sp': 3, 'seq_length_ss': [11, 10, 9, 8, 7, 6]}",0.6775,0.6825,0.6325,0.6525,0.6175,0.6525,0.025099800796022257,2
9,2.923646926879883,0.12770965890435362,0.49252824783325194,0.022214242368427537,0.09999999999999999,0,sum,0.5,"[1, 2]","[13, 12, 11, 10, 9, 8, 7]",3,"[11, 10, 9, 8, 7, 6]","{'C': 0.09999999999999999, 'data_index': 0, 'kernel_name': 'sum', 'lambda_ss': 0.5, 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 12, 11, 10, 9, 8, 7], 'seq_length_sp': 3, 'seq_length_ss': [11, 10, 9, 8, 7, 6]}",0.675,0.675,0.63,0.65,0.61,0.6479999999999999,0.025416530054277693,3
10,2.930063533782959,0.21724312315614155,0.6167942523956299,0.14647882133311754,0.11,0,sum,0.5,"[1, 2]","[13, 12, 11, 10, 9, 8, 7]",3,"[11, 10, 9, 8, 7, 6]","{'C': 0.11, 'data_index': 0, 'kernel_name': 'sum', 'lambda_ss': 0.5, 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 12, 11, 10, 9, 8, 7], 'seq_length_sp': 3, 'seq_length_ss': [11, 10, 9, 8, 7, 6]}",0.67,0.67,0.625,0.6475,0.605,0.6435,0.025475478405714014,141
11,2.9900044918060305,0.17956395917779727,0.5381976127624511,0.10211824636466116,0.12,0,sum,0.5,"[1, 2]","[13, 12, 11, 10, 9, 8, 7]",3,"[11, 10, 9, 8, 7, 6]","{'C': 0.12, 'data_index': 0, 'kernel_name': 'sum', 'lambda_ss': 0.5, 'mismatch_nb': [1, 2], 'seq_length_mm': [13, 12, 11, 10, 9, 8, 7], 'seq_length_sp': 3, 'seq_length_ss': [11, 10, 9, 8, 7, 6]}",0.68,0.675,0.625,0.645,0.605,0.646,0.028705400188814675,8
